key,tagNumber,name,description,area,facility,system,parentTag,classId,className,tagDiscipline,project,labels,classViewExtId,cfihosTagClassCode,avejaTagStatus,useProjectStatus,purchaseOrderNo,originatingContractor,dateInstalled,updatedDate
23-TI-92537,23-TI-92537,23-TI-92537,SOFT TAG VRD - PH 1STSTGCOMP DISCHARGE,23,Valhall PH,,23-TT-92537,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:15,09/10/2015 11:56
23-LT-92523-01,23-LT-92523-01,23-LT-92523-01,VRD - PH 1STSTGSUCTSCRUBBER,23,Valhall PH,,23-LI-92523,4469,,LT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-FSL-96141,23-FSL-96141,23-FSL-96141,VRD - PH 1STSTG COMPR ENCL AIR INLET,23,Valhall PH,,23-1ST STAGE COMP ENCLOSURE-PH,4397,,FSL,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TE-96103-03,23-TE-96103-03,23-TE-96103-03,VRD - PH 1STSTG COMP THRUST BRG IN,23,Valhall PH,,23-KA-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-TAH-96137-03,23-TAH-96137-03,23-TAH-96137-03,VRD - PH 1STSTG MOTORCOOLINGAIRHOT : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96137-03,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-PT-96150-01,23-PT-96150-01,23-PT-96150-01,VRD - PH 1STSTG COMP INNER SEAL NDE,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-XY-92543-05,23-XY-92543-05,23-XY-92543-05,SOFT TAG VRD - PH 1ST STG COMP MAN CMD ANTSRG,23,Valhall PH,,23-FS-92543-05,11275,,XY,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
45-V-90352,45-V-90352,45-V-90352,VRD - MANUAL VALVE - CBAD1FW,45,Valhall PH,,45-PT-92508,5041,,V,VRD,tag,Tag,,Active,N,8916,,26/06/2009 15:36,10/03/2014 14:40
23-2ND STAGE COMPRESSOR-PH,23-2ND STAGE COMPRESSOR-PH,23-2ND STAGE COMPRESSOR-PH,2ND STAGE COMPRESSOR ON PH,23,Valhall PH,,23-2ND STAGE COMPRESSION-PH,6593,,,VRD,tag,Tag,,Active,N,,,13/12/2012 10:17,11/12/2013 14:35
23-PDT-92522,23-PDT-92522,23-PDT-92522,VRD - PH 1STSTGSUCTSCRUBBER GAS OUT,23,Valhall PH,,23-VG-9101,4507,,PDT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-HV-92540-01,23-HV-92540-01,23-HV-92540-01,VRD - PH 1STSTGCOMP DISCH PSV INLET,23,Valhall PH,,23-PSV-92540,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/06/2017 12:42
23-HS-92551B-05,23-HS-92551B-05,23-HS-92551B-05,VRD - PH 1STSTGDISCHCLR GAS OUT EQ,23,Valhall PH,,23-ESDV-92551B,4414,,HS,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TE-96137-03,23-TE-96137-03,23-TE-96137-03,VRD - PH 1STSTG MOTORCOOLINGAIRHOT,23,Valhall PH,,23-KA-9101-M01,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-PDT-96155,23-PDT-96155,23-PDT-96155,VRD - PH 1STSTGCOMP SEAL BUFGAS FLTR,23,Valhall PH,,23-CB-9129A,4507,,PDT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-YAHH-96119-02,23-YAHH-96119-02,23-YAHH-96119-02,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE : VIBRATION ALARM HIGH HIGH,23,Valhall PH,,23-YT-96119-02,11405,,YAHH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
48-PI-96962,48-PI-96962,48-PI-96962,SOFT TAG VRD - PH STG1 COMPENCL WTR MIST CYL2,48,Valhall PH,,48-PT-96962,11275,,PI,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-PCV-96160,23-PCV-96160,23-PCV-96160,VRD - PH 1STSTG COMP N2 BUFFER GAS,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4494,,PCV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,17/01/2017 09:13
90-MX-9245,90-MX-9245,90-MX-9245,VRD - MONORAIL OVER WALKWAY FOR EQUIPMENT ON SKID 23-XX-9105,90,Valhall PH,,23-XX-9105,6296,,MX,VRD,tag,Tag,,Active,N,,,14/12/2016 10:06,18/05/2017 09:34
23-HV-92527-01,23-HV-92527-01,23-HV-92527-01,VRD - PH 1STSTGSUCTSCRB PSV INLET,23,Valhall PH,,23-PSV-92527,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/06/2017 12:42
23-HS-9109,23-HS-9109,23-HS-9109,SOFT TAG VRD - PH 3RDSTG COMP HVAC START/STOPP,23,Valhall PH,,23-PC-9109,11275,,HS,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-TW-96196,23-TW-96196,23-TW-96196,VRD - PH 1STSTG LUBE OIL CLRB CM OUT,23,Valhall PH,,23-HA-9107B,4584,,TW,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,17/01/2017 10:35
23-FV-92542,23-FV-92542,23-FV-92542,VRD - PH 1STSTGCOMP HOT GAS BP,23,Valhall PH,,23-1ST STAGE COMPRESSOR-PH,11512,,FV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,05/05/2017 09:46
23-FO-96103,23-FO-96103,23-FO-96103,VRD - PH 1STSTG LUBE OIL SUPP,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4390,,FO,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PALL-96160,23-PALL-96160,23-PALL-96160,SOFT TAG VRD - PH 1STSTG COMP SEPAR GAS,23,Valhall PH,,23-PCV-96160,11275,,PALL,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
23-TT-92504,23-TT-92504,23-TT-92504,VRD - PH 1STSTGSUCTCOOL GAS OUT,23,Valhall PH,,23-TV-92504,4580,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-YAHH-96134-01,23-YAHH-96134-01,23-YAHH-96134-01,VRD - PH 1STSTG MOTOR JOURN BRG DE : VIBRATION ALARM HIGH HIGH,23,Valhall PH,,23-YT-96134-01,11405,,YAHH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-YAHH-96120-01,23-YAHH-96120-01,23-YAHH-96120-01,VRD - PH 1STSTGGEAR 2 JOURNBRG DE : VIBRATION ALARM HIGH HIGH,23,Valhall PH,,23-YT-96120-01,11405,,YAHH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-PAL-92532,23-PAL-92532,23-PAL-92532,VRD - PH 1STSTGCOMP SUCTION : PRESSURE ALARM LOW,23,Valhall PH,,23-PT-92532,11405,,PAL,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-EPV-92551A,23-EPV-92551A,23-EPV-92551A,VRD - PH 1ST STG SUCT CLR GAS OUT,23,Valhall PH,,23-ESDV-92551A,11517,,EPV,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,10/11/2016 18:02
23-XX-9114,23-XX-9114,23-XX-9114,VRD - 2ND STAGE COMPRESSOR SKID,23,Valhall PH,,23-2ND STAGE COMPRESSOR-PH,6340,,XX,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,08/10/2015 15:05
45-TT-92607B,45-TT-92607B,45-TT-92607B,VRD - PH 1STSTGDISCCLR COOLMED OUT,45,Valhall PH,,23-HA-9114,4580,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-FT-96151,23-FT-96151,23-FT-96151,VRD -,23,Valhall PH,,23-1ST STAGE COMP DRY GAS SEAL SYS-PH,4400,,FT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TI-96112-01,23-TI-96112-01,23-TI-96112-01,SOFT TAG VRD - PH 1STSTGGEAR 1 JOURNBRG NDE,23,Valhall PH,,23-TE-96112-01,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:16,09/10/2015 11:56
48-PT-96961,48-PT-96961,48-PT-96961,VRD - PH STG1 COMPENCL WTR MIST CYL1,48,Valhall PH,,48-XV-96961,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,14/08/2015 14:36
23-GG-9106,23-GG-9106,23-GG-9106,VRD - 1ST STAGE COMP ENCLOSURE OUTLET AIR SILENCER,23,Valhall PH,,23-1ST STAGE COMP ENCLOSURE-PH,6260,,GG,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,08/10/2015 15:05
23-TI-96102-01,23-TI-96102-01,23-TI-96102-01,SOFT TAG VRD - PH 1STSTG COMPR JOURN BRG NDE,23,Valhall PH,,23-TE-96102-01,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:15,09/10/2015 11:56
23-PSV-96194,23-PSV-96194,23-PSV-96194,VRD - PH 1STSTG COMP PURGE UNIT,23,Valhall PH,,23-CX-9101,11517,,PSV,VRD,tag,Tag,,Active,N,,,05/04/2013 15:12,05/10/2017 15:05
45-FT-92139B,45-FT-92139B,45-FT-92139B,VRD - PH 1STSTGCOMPR LUB COOLMED OUT,45,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4400,,FT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TE-96114-02,23-TE-96114-02,23-TE-96114-02,VRD - PH 1STSTGGEAR 2 JOURNBRG DE,23,Valhall PH,,23-DB-9101,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-FS-92543-09,23-FS-92543-09,23-FS-92543-09,VRD - PH 1STSTG SAFETY ON RESET,23,Valhall PH,,23-FIC-92543,4379,,FS,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/12/2013 12:53
23-PT-92521,23-PT-92521,23-PT-92521,VRD - PH 1STSTGSUCTSCRUBBER,23,Valhall PH,,23-VG-9101,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PDT-96161,23-PDT-96161,23-PDT-96161,VRD - PH 1STSTGCOMPSEALGASBOOSTFLTR,23,Valhall PH,,23-CB-9133,4507,,PDT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-YAHH-96118-01,23-YAHH-96118-01,23-YAHH-96118-01,VRD - PH 1STSTGGEAR 1 JOURNBRG NDE : VIBRATION ALARM HIGH HIGH,23,Valhall PH,,23-YT-96118-01,11405,,YAHH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-FIC-92543-03,23-FIC-92543-03,23-FIC-92543-03,SOFT TAG VRD - PH 1STSTGCMP FIRST ANTSRG STAT,23,Valhall PH,,23-FV-92543,11275,,FIC,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
45-TI-96195,45-TI-96195,45-TI-96195,VRD - PH 1STSTG LUBE OIL COOLER,45,Valhall PH,,23-HA-9107A,4565,,TI,VRD,tag,Tag,,Active,N,8309,,19/03/2010 20:38,18/01/2017 07:12
23-TI-96183,23-TI-96183,23-TI-96183,SOFT TAG VRD - PH 1STSTG COMP OIL TANK HEATER,23,Valhall PH,,23-TT-96183,11275,,TI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:16,09/10/2015 11:56
23-FG-96180-02,23-FG-96180-02,23-FG-96180-02,VRD - PH 1STSTG LUBE OIL FILTER,23,Valhall PH,,23-CB-9103B,4381,,FG,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-FAH-96151,23-FAH-96151,23-FAH-96151,VRD - : FLOW ALARM HIGH,23,Valhall PH,,23-FT-96151,11405,,FAH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-FG-96195,23-FG-96195,23-FG-96195,VRD - PH 1STSTG LUBE OIL COOLER,23,Valhall PH,,23-HA-9107A,4381,,FG,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-XT-96124,23-XT-96124,23-XT-96124,VRD - PH 1STSTGGEARSHAFT1JOURNBRGDE,23,Valhall PH,,23-XE-96124,4627,,XT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-LAL-96182-01,23-LAL-96182-01,23-LAL-96182-01,VRD - PH 1STSTG COMP LO RES : LEVEL ALARM LOW,23,Valhall PH,,23-LT-96182-01,11405,,LAL,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-PI-92540,23-PI-92540,23-PI-92540,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,23,Valhall PH,,23-PT-92540,11275,,PI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:14,09/10/2015 11:56
23-AE-92527-S2,23-AE-92527-S2,23-AE-92527-S2,VRD - PH 1STSTGSUCT SCRUB GAS OUT,23,Valhall PH,,23-VG-9101,4330,,AE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,14/08/2015 14:36
23-FO-96106,23-FO-96106,23-FO-96106,VRD - PH 1STSTG LUBE OIL SUPP,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4390,,FO,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
45-FE-92606,45-FE-92606,45-FE-92606,VRD - PH 1STSTGDISCCOOL COOLMED IN,45,Valhall PH,,23-HA-9114,4379,,FE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TE-96132-02,23-TE-96132-02,23-TE-96132-02,VRD - PH 1STSTG MOTOR JOURN BRG DE,23,Valhall PH,,23-KA-9101-M01,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,14/08/2015 14:36
23-KA-9101-EPR,23-KA-9101-EPR,23-KA-9101-EPR,VRD - PH 1ST STAGE EXPPRESS RATIO,23,Valhall PH,,23-KA-9101,6284,,KA,VRD,tag,Tag,,Active,N,,,31/08/2009 19:25,08/10/2015 15:05
23-VA-9110,23-VA-9110,23-VA-9110,VRD - 1ST STAGE COMPRESSOR OIL SEPARATOR,23,Valhall PH,,23-TX-9103,6327,,VA,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/05/2017 06:07
23-PCV-96176,23-PCV-96176,23-PCV-96176,VRD - PH 1STSTG COMP LUBE OIL HEADER,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4494,,PCV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,17/01/2017 09:13
23-PDI-96167,23-PDI-96167,23-PDI-96167,SOFT TAG VRD - PH 1STSTG COMPR BAL PISTON LEAK,23,Valhall PH,,23-PDT-96167,11275,,PDI,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-EPV-92551B,23-EPV-92551B,23-EPV-92551B,VRD - PH 1ST STG SUCT CLR GAS OUT EQUAL,23,Valhall PH,,23-ESDV-92551B,11517,,EPV,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,10/11/2016 18:02
23-PT-96186-01,23-PT-96186-01,23-PT-96186-01,VRD - PH 1STSTG COMP LO HEADER,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-TAHH-96136-04,23-TAHH-96136-04,23-TAHH-96136-04,VRD - PH 1STSTG MOTOR WINDINGS V : TEMPERATURE ALARM HIGH HIGH,23,Valhall PH,,23-TE-96136-04,11405,,TAHH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-1ST STAGE COMPRESSION-PH,23-1ST STAGE COMPRESSION-PH,23-1ST STAGE COMPRESSION-PH,1ST STAGE COMPRESSION ON PH,23,Valhall PH,,230900,6593,,,VRD,tag,Tag,,Active,N,,,13/12/2012 10:14,11/12/2013 14:35
23-TAH-96137-01,23-TAH-96137-01,23-TAH-96137-01,VRD - PH 1STSTG MOTORCOOLINGAIRCOLD : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TE-96137-01,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,06/10/2015 12:28
23-PALL-96160-02,23-PALL-96160-02,23-PALL-96160-02,VRD - PH 1STSTG COMP SEPAR GAS : PRESSURE ALARM LOW LOW,23,Valhall PH,,23-PT-96160-02,11405,,PALL,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-KA-9101-M01-33,23-KA-9101-M01-33,23-KA-9101-M01-33,VRD - PH HV SWGR 1STSTG COMP MTR,23,Valhall PH,,23-KA-9101-M01,4628,,KA,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,09/12/2013 12:53
23-PT-96186-03,23-PT-96186-03,23-PT-96186-03,VRD - PH 1STSTG COMP LO HEADER,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,4525,,PT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/01/2017 08:31
23-HV-96192-03,23-HV-96192-03,23-HV-96192-03,VRD - PH 1STSTGLUBEOIL PSV OUT,23,Valhall PH,,23-PSV-96192,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-TAH-96148,23-TAH-96148,23-TAH-96148,VRD - PH 1STSTG COMP SEAL GAS HTR : TEMPERATURE ALARM HIGH,23,Valhall PH,,23-TT-96148,11405,,TAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
48-PSE-96961,48-PSE-96961,48-PSE-96961,VRD - PH STG1 COMP ENCL WTR MIST AIR CYL,48,Valhall PH,,48-SU-9105,4518,,PSE,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,17/12/2015 08:32
45-FI-92139B,45-FI-92139B,45-FI-92139B,SOFT TAG VRD - PH 1STSTGCOMPR LUB COOLMED OUT,45,Valhall PH,,45-FT-92139B,11275,,FI,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-HV-96172-01,23-HV-96172-01,23-HV-96172-01,VRD - PH 1STSTGINNERLKGE PSV IN,23,Valhall PH,,23-PSV-96172,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,26/06/2017 12:42
23-TE-96136-02,23-TE-96136-02,23-TE-96136-02,VRD - PH 1STSTG MOTOR WINDINGS U,23,Valhall PH,,23-KA-9101-M01,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
45-FAH-92506,45-FAH-92506,45-FAH-92506,VRD - PH 1STSTGSUCTCOOL COOLMED IN : FLOW ALARM HIGH,45,Valhall PH,,45-FT-92506,11405,,FAH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
23-FS-92543-08,23-FS-92543-08,23-FS-92543-08,VRD - PH 1STSTG PURGE ASV,23,Valhall PH,,23-FIC-92543,4379,,FS,VRD,tag,Tag,,Active,N,,,09/05/2012 17:17,09/12/2013 12:53
23-HV-92540-05,23-HV-92540-05,23-HV-92540-05,VRD - PH 1STSTGCOMP DISCH PSV PILOT,23,Valhall PH,,23-PSV-92540,4418,,HV,VRD,tag,Tag,,Active,N,,,09/05/2012 17:16,09/12/2013 12:53
23-KA-9101-M01-39B,23-KA-9101-M01-39B,23-KA-9101-M01-39B,VRD - PH HV SWGR 1STSTG COMP MTR,23,Valhall PH,,23-KA-9101-M01,4628,,KA,VRD,tag,Tag,,Active,N,,,17/10/2012 12:20,09/12/2013 12:53
23-PALL-92535,23-PALL-92535,23-PALL-92535,VRD - PH 1STSTGCOMP SUCTION : PRESSURE ALARM LOW LOW,23,Valhall PH,,23-PT-92535,11405,,PALL,VRD,tag,Tag,,Active,N,8309,,23/04/2013 10:10,26/10/2017 14:00
23-XY-96124,23-XY-96124,23-XY-96124,SOFT TAG VRD - PH 1STSTGGEARSHAFT1JOURNBRGDE,23,Valhall PH,,23-XT-96124,11275,,XY,VRD,tag,Tag,,Active,N,,,16/05/2013 11:50,09/10/2015 11:56
23-YSV-92526,23-YSV-92526,23-YSV-92526,VRD - PH 1STSTGSUCTSCRUB B/D,23,Valhall PH,,23-VG-9101,11507,,YSV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,05/05/2017 09:41
23-YAH-96106-01,23-YAH-96106-01,23-YAH-96106-01,VRD - PH 1STSTG COMP JOURN BRG NDE : VIBRATION ALARM HIGH,23,Valhall PH,,23-YT-96106-01,11405,,YAH,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
45-HV-92609,45-HV-92609,45-HV-92609,VRD - PH 1STSTGDISCCOOL COOLMED OUT,45,Valhall PH,,23-HA-9115,4418,,HV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-GK-9107B-H01,23-GK-9107B-H01,23-GK-9107B-H01,VRD - 1ST STAGE COMPRESSOR ENCLOSURE COOLING UNIT B SPACE HEATER,23,Valhall PH,,23-GK-9107B,4268,,GK,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/10/2015 11:56
23-PAH-96156-01,23-PAH-96156-01,23-PAH-96156-01,VRD - PH 1STSTG COMP OUTER SEAL DE : PRESSURE ALARM HIGH,23,Valhall PH,,23-PT-96156-01,11405,,PAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-PSV-96139,23-PSV-96139,23-PSV-96139,VRD - PH 1STSTG MOTOR PURGE UNIT,23,Valhall PH,,23-KA-9101-M01,4524,,PSV,VRD,tag,Tag,,Inactive,N,,,28/05/2013 11:16,17/12/2014 11:40
23-FAL-96158,23-FAL-96158,23-FAL-96158,VRD - PH 1STSTG COMP BUFFER GAS DE : FLOW ALARM LOW,23,Valhall PH,,23-FT-96158,11405,,FAL,VRD,tag,Tag,,Active,N,8309,,16/05/2013 11:50,06/10/2015 12:28
45-PDT-92606,45-PDT-92606,45-PDT-92606,VRD - PH 1STSTGDISCCOOL CM,45,Valhall PH,,23-HA-9114,4507,,PDT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PDI-92534,23-PDI-92534,23-PDI-92534,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,23,Valhall PH,,23-PDT-92534,11275,,PDI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:14,09/10/2015 11:56
23-GK-9107A-M01,23-GK-9107A-M01,23-GK-9107A-M01,VRD - 1ST STAGE COMPRESSOR ENCLOSURE COOLING UNIT A,23,Valhall PH,,23-GK-9107A,4280,,GK,VRD,tag,Tag,,Active,N,8718,,26/06/2009 15:36,05/04/2017 08:02
23-YI-96133-01,23-YI-96133-01,23-YI-96133-01,SOFT TAG VRD - PH 1STSTG MOTOR JOURN BRG NDE,23,Valhall PH,,23-YE-96133-01,11275,,YI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:18,09/10/2015 11:56
23-TIC-92504,23-TIC-92504,23-TIC-92504,SOFT TAG VRD - PH 1STSTGSUCTCOOL GAS OUT,23,Valhall PH,,23-TV-92504,11275,,TIC,VRD,tag,Tag,,Active,N,,,13/12/2012 14:17,09/10/2015 11:56
45-TI-92607A,45-TI-92607A,45-TI-92607A,SOFT TAG VRD - PH 1STSTGDISCCLR COOLMED OUT,45,Valhall PH,,45-TT-92607A,11275,,TI,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
23-TE-96136-08,23-TE-96136-08,23-TE-96136-08,VRD - PH 1STSTG MOTOR WINDINGS W,23,Valhall PH,,23-KA-9101-M01,4564,,TE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,11/07/2014 09:25
23-YPSV-92445,23-YPSV-92445,23-YPSV-92445,VRD - PH 1STSTGSUCTCOOL GAS IN,23,Valhall PH,,23-YSV-92445,11517,,YPSV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,16/12/2016 07:52
23-FE-96151,23-FE-96151,23-FE-96151,VRD - PH 1STSTG PRIM SEAL LEAK DE,23,Valhall PH,,23-FT-96151,4379,,FE,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PDI-96161,23-PDI-96161,23-PDI-96161,SOFT TAG VRD - PH 1STSTGCOMPSEALGASBOOSTFLTR,23,Valhall PH,,23-PDT-96161,11275,,PDI,VRD,tag,Tag,,Active,N,,,13/12/2012 14:14,09/10/2015 11:56
23-PALL-96186-02,23-PALL-96186-02,23-PALL-96186-02,VRD - PH 1STSTG COMP LO HEADER : PRESSURE ALARM LOW LOW,23,Valhall PH,,23-PT-96186-02,11405,,PALL,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-TCV-96179,23-TCV-96179,23-TCV-96179,VRD - PH 1STSTG COMP LUBE OIL FLTR,23,Valhall PH,,23-1ST STAGE COMP LUBE OIL SYS-PH,6206,,TCV,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,17/01/2017 09:38
23-TT-92502,23-TT-92502,23-TT-92502,VRD - PH 1STSTGSUCTCOOL GAS IN,23,Valhall PH,,23-HA-9103,4580,,TT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PDAHH-92530,23-PDAHH-92530,23-PDAHH-92530,SOFT TAG VRD - PH 1STSTGCOMP SUCT STR,23,Valhall PH,,23-PDT-92530,11275,,PDAHH,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
23-XX-9106,23-XX-9106,23-XX-9106,VRD - 1ST STAGE COMPRESSOR SKID,23,Valhall PH,,23-1ST STAGE COMPRESSOR-PH,6340,,XX,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,08/10/2015 15:05
23-ZAH-96107-01,23-ZAH-96107-01,23-ZAH-96107-01,VRD - PH 1STSTGCOMP SHAFT AXIAL POS : POSITION ALARM HIGH,23,Valhall PH,,23-ZT-96107-01,11405,,ZAH,VRD,tag,Tag,,Active,N,8309,,06/10/2015 12:18,06/10/2015 13:14
23-YT-96119-01,23-YT-96119-01,23-YT-96119-01,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,23,Valhall PH,,23-YE-96119-01,4627,,YT,VRD,tag,Tag,,Active,N,8309,,26/06/2009 15:36,09/12/2013 12:53
23-PI-96186,23-PI-96186,23-PI-96186,SOFT TAG VRD - PH 1STSTG COMP LO HEADER,23,Valhall PH,,23-FO-96186,11275,,PI,VRD,tag,Tag,,Active,N,,,23/04/2013 10:10,09/10/2015 11:56
