key,name,description,externalId,timeSeriesType,assetName,facility,assetDescription,isString,isStep,pi_tag,pi_pointId,pi_sourceTag,pi_pointSource,pi_archiving,engunits,asset_externalId,sourceId,source
pi:160917,23-TT-96113-03:Z.X.Value,PH 1stStg Gear2 Journ BRG NDE,VAL_23-TT-96113-03:Z.X.Value,PI,23,,PH 1stStg Gear2 Journ BRG NDE,FALSE,FALSE,VAL_23-TT-96113-03:Z.X.Value,160917,,LAB-WAS-VAL,1,,23,pi:160917,akerbp
pi:160499,23-LIC-92521:Z.X.Value,PH 1stStgSuctScrubber Level Measured Value,VAL_23-LIC-92521:Z.X.Value,PI,23-LIC-92521,,PH 1stStgSuctScrubber Level Measured Value,FALSE,FALSE,VAL_23-LIC-92521:Z.X.Value,160499,,VLH_PCN1,1,%,23-LIC-92521,pi:160499,akerbp
pi:160923,23-TT-96116-03:Z.X.Value,PH 1stStg Gear Thrust BRG OUT,VAL_23-TT-96116-03:Z.X.Value,PI,23,,PH 1stStg Gear Thrust BRG OUT,FALSE,FALSE,VAL_23-TT-96116-03:Z.X.Value,160923,,LAB-WAS-VAL,1,,23,pi:160923,akerbp
pi:160791,23-TIC-92604:Z.Y.Value,PH 1stStgDiscCool Gas Out Output,VAL_23-TIC-92604:Z.Y.Value,PI,23-TIC-92604,,PH 1stStgDiscCool Gas Out Output,FALSE,FALSE,VAL_23-TIC-92604:Z.Y.Value,160791,,LAB-WAS-VAL800,1,degC,23-TIC-92604,pi:160791,akerbp
pi:160141,23_ZT_92543:Z.X.Value,PH 1stStgComp Valve Pos,VAL_23_ZT_92543:Z.X.Value,PI,23-ZT-92543,,PH 1stStgComp Valve Pos,FALSE,FALSE,VAL_23_ZT_92543:Z.X.Value,160141,,VLH_PCN1,1,,23-ZT-92543,pi:160141,akerbp
pi:160728,23-PT-96160:Z.X1.Value,PH 1st Stg Comp Separation Gas,VAL_23-PT-96160:Z.X1.Value,PI,23-PT-96160-01,,PH 1st Stg Comp Separation Gas,FALSE,FALSE,VAL_23-PT-96160:Z.X1.Value,160728,,VLH_PCN1,1,,23-PT-96160-01,pi:160728,akerbp
pi:161084,23-ZS-96142A:X.Value,PH 1stStgComp Encl Door A,VAL_23-ZS-96142A:X.Value,PI,23-ZS-96142A,,PH 1stStgComp Encl Door A,FALSE,FALSE,VAL_23-ZS-96142A:X.Value,161084,,VLH_PCN1,1,,23-ZS-96142A,pi:161084,akerbp
pi:160927,23-TT-96136-05:Z.X.Value,PH 1stStg Mtr Winding V,VAL_23-TT-96136-05:Z.X.Value,PI,23,,PH 1stStg Mtr Winding V,FALSE,FALSE,VAL_23-TT-96136-05:Z.X.Value,160927,,LAB-WAS-VAL,1,,23,pi:160927,akerbp
pi:161019,23-YA-96117-02:Z.X.Value,PH 1stStg Gear1 Journ BRG DE,VAL_23-YA-96117-02:Z.X.Value,PI,23,,PH 1stStg Gear1 Journ BRG DE,FALSE,FALSE,VAL_23-YA-96117-02:Z.X.Value,161019,,LAB-WAS-VAL,1,,23,pi:161019,akerbp
pi:160557,23-LY-92529_Outputs_foamLevel:VALUE,PH (Profiler) % Scaled Level Output for Level B or Foam,VAL_23-LY-92529_Outputs_foamLevel:VALUE,PI,23-LE-92529,,PH (Profiler) % Scaled Level Output for Level B or Foam,FALSE,FALSE,VAL_23-LY-92529_Outputs_foamLevel:VALUE,160557,,VLH_PCN5,1,%,23-LE-92529,pi:160557,akerbp
pi:160548,23-LY-92529_DensityBands_03oilUL:VALUE,PH (Profiler) Density Band 4 Upper Limit (OIL),VAL_23-LY-92529_DensityBands_03oilUL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 4 Upper Limit (OIL),FALSE,FALSE,VAL_23-LY-92529_DensityBands_03oilUL:VALUE,160548,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160548,akerbp
pi:160578,23-NY-96144-03:VALUE,PH (CBM) Phase C Negative NQN,VAL_23-NY-96144-03:VALUE,PI,23-NY-96144,,PH (CBM) Phase C Negative NQN,FALSE,FALSE,VAL_23-NY-96144-03:VALUE,160578,,VLH_PCN5,1,-,23-NY-96144,pi:160578,akerbp
pi:160527,23-LT-96182:Z.X1.Value,PH 1st Stg Oil Reservoir,VAL_23-LT-96182:Z.X1.Value,PI,23-LT-96182-01,,PH 1st Stg Oil Reservoir,FALSE,FALSE,VAL_23-LT-96182:Z.X1.Value,160527,,VLH_PCN1,1,,23-LT-96182-01,pi:160527,akerbp
pi:160727,23-PT-96157:Z.X2.Value,PH 1st Stg Outer Seal NDE,VAL_23-PT-96157:Z.X2.Value,PI,23-PT-96157-02,,PH 1st Stg Outer Seal NDE,FALSE,FALSE,VAL_23-PT-96157:Z.X2.Value,160727,,VLH_PCN1,1,,23-PT-96157-02,pi:160727,akerbp
pi:160779,23-TIC-92504:Control Module:YR,PH 1stStgSuctCool Gas Out Working Setpoint,VAL_23-TIC-92504:Control Module:YR,PI,23-TIC-92504,,PH 1stStgSuctCool Gas Out Working Setpoint,FALSE,TRUE,VAL_23-TIC-92504:Control Module:YR,160779,,VLH_PCN1,1,degC,23-TIC-92504,pi:160779,akerbp
pi:161023,23-YA-96119-02:Z.X.Value,PH 1stStg Gear2 Journ BRG NDE,VAL_23-YA-96119-02:Z.X.Value,PI,23,,PH 1stStg Gear2 Journ BRG NDE,FALSE,FALSE,VAL_23-YA-96119-02:Z.X.Value,161023,,LAB-WAS-VAL,1,,23,pi:161023,akerbp
pi:191091,23-TIC-92604B:Z.X.Value,PH 1stStgDiscCool Gas Out Measured Value,VAL_23-TIC-92604B:Z.X.Value,PI,23-TIC-92604B,,PH 1stStgDiscCool Gas Out Measured Value,FALSE,FALSE,VAL_23-TIC-92604B:Z.X.Value,191091,,VLH_PCN1,1,degC,23-TIC-92604B,pi:191091,akerbp
pi:160786,23-TIC-92604:Control Module:PI,PH 1stStgDiscCool Gas Out Integral time,VAL_23-TIC-92604:Control Module:PI,PI,23-TIC-92604,,PH 1stStgDiscCool Gas Out Integral time,FALSE,FALSE,VAL_23-TIC-92604:Control Module:PI,160786,,LAB-WAS-VAL800,1,s,23-TIC-92604,pi:160786,akerbp
pi:160776,23-TIC-92504:Control Module:PD,PH 1stStgSuctCool Gas Out Derivate time,VAL_23-TIC-92504:Control Module:PD,PI,23-TIC-92504,,PH 1stStgSuctCool Gas Out Derivate time,FALSE,FALSE,VAL_23-TIC-92504:Control Module:PD,160776,,VLH_PCN1,1,s,23-TIC-92504,pi:160776,akerbp
pi:160777,23-TIC-92504:Control Module:PI,PH 1stStgSuctCool Gas Out Integral time,VAL_23-TIC-92504:Control Module:PI,PI,23-TIC-92504,,PH 1stStgSuctCool Gas Out Integral time,FALSE,FALSE,VAL_23-TIC-92504:Control Module:PI,160777,,VLH_PCN1,1,s,23-TIC-92504,pi:160777,akerbp
pi:160906,23-TT-96101-03:Z.X.Value,PH 1stStg Comp Journ BRG DE,VAL_23-TT-96101-03:Z.X.Value,PI,23,,PH 1stStg Comp Journ BRG DE,FALSE,FALSE,VAL_23-TT-96101-03:Z.X.Value,160906,,LAB-WAS-VAL,1,,23,pi:160906,akerbp
pi:160074,23_PIC_92538_04:Z.X.Value,PH 1stStgComp STV Perf Prim PV,VAL_23_PIC_92538_04:Z.X.Value,PI,23-PIC-92538,,PH 1stStgComp STV Perf Prim PV,FALSE,FALSE,VAL_23_PIC_92538_04:Z.X.Value,160074,,VLH_PCN1,1,,23-PIC-92538,pi:160074,akerbp
pi:160225,23-KA-9101_PED:VALUE,PH (CBM) 1st Stage Poly Eff Dev,VAL_23-KA-9101_PED:VALUE,PI,23-KA-9101,,PH (CBM) 1st Stage Poly Eff Dev,FALSE,FALSE,VAL_23-KA-9101_PED:VALUE,160225,,VLH_PCN5,1,,23-KA-9101,pi:160225,akerbp
pi:161085,23-ZS-96142B:X.Value,PH 1stStgComp Encl Door B,VAL_23-ZS-96142B:X.Value,PI,23-ZS-96142B,,PH 1stStgComp Encl Door B,FALSE,FALSE,VAL_23-ZS-96142B:X.Value,161085,,VLH_PCN1,1,,23-ZS-96142B,pi:161085,akerbp
pi:160888,23-TT-92603:X.Value,PH 1stStgDiscCool Gas Out,VAL_23-TT-92603:X.Value,PI,23-TT-92603,,PH 1stStgDiscCool Gas Out,FALSE,FALSE,VAL_23-TT-92603:X.Value,160888,,VLH_PCN1,1,,23-TT-92603,pi:160888,akerbp
pi:160668,23-PIC-96153:Control Module:PI,PH 1stStg Comp Inner Seal Integral time,VAL_23-PIC-96153:Control Module:PI,PI,23-PIC-96153,,PH 1stStg Comp Inner Seal Integral time,FALSE,FALSE,VAL_23-PIC-96153:Control Module:PI,160668,,VLH_PCN1,1,s,23-PIC-96153,pi:160668,akerbp
pi:160079,23_PIC_92538_09:Z.X.Value,PH 1stStgComp STV Perf Limit 2 SP,VAL_23_PIC_92538_09:Z.X.Value,PI,23-PIC-92538,,PH 1stStgComp STV Perf Limit 2 SP,FALSE,FALSE,VAL_23_PIC_92538_09:Z.X.Value,160079,,VLH_PCN1,1,,23-PIC-92538,pi:160079,akerbp
pi:160622,23-PDI-96150:X.Value,PH 1st Stg Comp Over Inner Seal,VAL_23-PDI-96150:X.Value,PI,23,,PH 1st Stg Comp Over Inner Seal,FALSE,FALSE,VAL_23-PDI-96150:X.Value,160622,,VLH_PCN1,1,,23,pi:160622,akerbp
pi:160782,23-TIC-92504:Z.Y.Value,PH 1stStgSuctCool Gas Out Output,VAL_23-TIC-92504:Z.Y.Value,PI,23-TIC-92504,,PH 1stStgSuctCool Gas Out Output,FALSE,FALSE,VAL_23-TIC-92504:Z.Y.Value,160782,,VLH_PCN1,1,degC,23-TIC-92504,pi:160782,akerbp
pi:160612,23-PC-9109-M01:Z.Y.Value,PH 1stStg Comp Lube Oil Pump,VAL_23-PC-9109-M01:Z.Y.Value,PI,23-PC-9109-M01,,PH 1stStg Comp Lube Oil Pump,FALSE,FALSE,VAL_23-PC-9109-M01:Z.Y.Value,160612,,VLH_PCN1,1,,23-PC-9109-M01,pi:160612,akerbp
pi:160129,23_YT_96133_02:Z.X.Value,PH 1stStg MtrJourn BRG NDE,VAL_23_YT_96133_02:Z.X.Value,PI,23,,PH 1stStg MtrJourn BRG NDE,FALSE,FALSE,VAL_23_YT_96133_02:Z.X.Value,160129,,VLH_PCN1,1,,23,pi:160129,akerbp
pi:160067,23_KA_9101_M01_60A:Z.X.Value,PH 1stStg Comp Mtr Current,VAL_23_KA_9101_M01_60A:Z.X.Value,PI,23-KA-9101-M01,,PH 1stStg Comp Mtr Current,FALSE,FALSE,VAL_23_KA_9101_M01_60A:Z.X.Value,160067,,LAB-WAS-VAL,1,,23-KA-9101-M01,pi:160067,akerbp
pi:160262,23-KA-9101-M01_Winding_Temperature_V1:VALUE,PH (SwitchGear),VAL_23-KA-9101-M01_Winding_Temperature_V1:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear),FALSE,FALSE,VAL_23-KA-9101-M01_Winding_Temperature_V1:VALUE,160262,,VLH_PCN5,1,degC,23-KA-9101-M01,pi:160262,akerbp
pi:160149,23-ESDV-92551A-PST:VALUE,PH,VAL_23-ESDV-92551A-PST:VALUE,PI,23-ESDV-92551A-PST,,PH,FALSE,FALSE,VAL_23-ESDV-92551A-PST:VALUE,160149,,VLH_PCN5,1,,23-ESDV-92551A-PST,pi:160149,akerbp
pi:161003,23-XA-96124-A:Z.X.Value,PH 1stStg KEYPH Gear1 Shaft,VAL_23-XA-96124-A:Z.X.Value,PI,23,,PH 1stStg KEYPH Gear1 Shaft,FALSE,FALSE,VAL_23-XA-96124-A:Z.X.Value,161003,,LAB-WAS-VAL,1,,23,pi:161003,akerbp
pi:160921,23-TT-96115-03:Z.X.Value,PH 1stStg Gear Thrust BRG IN,VAL_23-TT-96115-03:Z.X.Value,PI,23,,PH 1stStg Gear Thrust BRG IN,FALSE,FALSE,VAL_23-TT-96115-03:Z.X.Value,160921,,LAB-WAS-VAL,1,,23,pi:160921,akerbp
pi:160581,23-NY-96144-06:VALUE,PH (CBM) Phase C Positive NQN,VAL_23-NY-96144-06:VALUE,PI,23-NY-96144,,PH (CBM) Phase C Positive NQN,FALSE,FALSE,VAL_23-NY-96144-06:VALUE,160581,,VLH_PCN5,1,-,23-NY-96144,pi:160581,akerbp
pi:163583,45-PT-92609:X.Value,PH 1stStgDiscCool CM Out,VAL_45-PT-92609:X.Value,PI,45-PT-92609,,PH 1stStgDiscCool CM Out,FALSE,FALSE,VAL_45-PT-92609:X.Value,163583,,VLH_PCN1,1,,45-PT-92609,pi:163583,akerbp
pi:160131,23_YT_96134_02:Z.X.Value,PH 1stStg Mtr Journ BRG DE,VAL_23_YT_96134_02:Z.X.Value,PI,23,,PH 1stStg Mtr Journ BRG DE,FALSE,FALSE,VAL_23_YT_96134_02:Z.X.Value,160131,,VLH_PCN1,1,,23,pi:160131,akerbp
pi:160833,23-TIC-96147:Control Module:YR,PH 1stStg Comp Seal Gas Working Setpoint,VAL_23-TIC-96147:Control Module:YR,PI,23-TIC-96147,,PH 1stStg Comp Seal Gas Working Setpoint,FALSE,TRUE,VAL_23-TIC-96147:Control Module:YR,160833,,VLH_PCN1,1,degC,23-TIC-96147,pi:160833,akerbp
pi:163374,45-FT-92606:X.Value,PH 1stStgDiscCool CoolMed In,VAL_45-FT-92606:X.Value,PI,45-FT-92606,,PH 1stStgDiscCool CoolMed In,FALSE,FALSE,VAL_45-FT-92606:X.Value,163374,,VLH_PCN1,1,,45-FT-92606,pi:163374,akerbp
pi:163522,45-PDT-92506:X.Value,PH 1stStgSuctCool Shell,VAL_45-PDT-92506:X.Value,PI,45-PDT-92506,,PH 1stStgSuctCool Shell,FALSE,FALSE,VAL_45-PDT-92506:X.Value,163522,,VLH_PCN1,1,,45-PDT-92506,pi:163522,akerbp
pi:160258,23-KA-9101-M01_Spring_Charging_Alarm:VALUE,PH (SwitchGear) MV-COMP.M. FEEDER/ Spring Charging Alarm,VAL_23-KA-9101-M01_Spring_Charging_Alarm:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear) MV-COMP.M. FEEDER/ Spring Charging Alarm,FALSE,FALSE,VAL_23-KA-9101-M01_Spring_Charging_Alarm:VALUE,160258,,VLH_PCN5,1,,23-KA-9101-M01,pi:160258,akerbp
pi:160150,23-ESDV-92551B-PST:VALUE,PH,VAL_23-ESDV-92551B-PST:VALUE,PI,23-ESDV-92551B-PST,,PH,FALSE,FALSE,VAL_23-ESDV-92551B-PST:VALUE,160150,,VLH_PCN5,1,,23-ESDV-92551B-PST,pi:160150,akerbp
pi:160528,23-LT-96182:Z.X2.Value,PH 1st Stg Oil Reservoir,VAL_23-LT-96182:Z.X2.Value,PI,23-LT-96182-02,,PH 1st Stg Oil Reservoir,FALSE,FALSE,VAL_23-LT-96182:Z.X2.Value,160528,,VLH_PCN1,1,,23-LT-96182-02,pi:160528,akerbp
pi:160645,23-PDT-96146:X.Value,PH 1st Stg Comp Gas Filter,VAL_23-PDT-96146:X.Value,PI,23-PDT-96146,,PH 1st Stg Comp Gas Filter,FALSE,FALSE,VAL_23-PDT-96146:X.Value,160645,,VLH_PCN1,1,,23-PDT-96146,pi:160645,akerbp
pi:160032,23_FIC_92543_03:Z.X.Value,PH 1stStgComp First AntSrgStat,VAL_23_FIC_92543_03:Z.X.Value,PI,23-FIC-92543,,PH 1stStgComp First AntSrgStat,FALSE,FALSE,VAL_23_FIC_92543_03:Z.X.Value,160032,,VLH_PCN1,1,,23-FIC-92543,pi:160032,akerbp
pi:160787,23-TIC-92604:Control Module:PP,PH 1stStgDiscCool Gas Out Gain,VAL_23-TIC-92604:Control Module:PP,PI,23-TIC-92604,,PH 1stStgDiscCool Gas Out Gain,FALSE,FALSE,VAL_23-TIC-92604:Control Module:PP,160787,,LAB-WAS-VAL800,1,-,23-TIC-92604,pi:160787,akerbp
pi:160243,23-KA-9101-M01_Motor_startup_supervision_MOTstart:VALUE,PH (SwitchGear),VAL_23-KA-9101-M01_Motor_startup_supervision_MOTstart:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear),FALSE,FALSE,VAL_23-KA-9101-M01_Motor_startup_supervision_MOTstart:VALUE,160243,,VLH_PCN5,1,,23-KA-9101-M01,pi:160243,akerbp
pi:161014,23-YA-96105-01:Z.X.Value,PH 1stStg Comp 1 JournBRG DE,VAL_23-YA-96105-01:Z.X.Value,PI,23,,PH 1stStg Comp 1 JournBRG DE,FALSE,FALSE,VAL_23-YA-96105-01:Z.X.Value,161014,,LAB-WAS-VAL,1,,23,pi:161014,akerbp
pi:160883,23-TT-92512:X.Value,PH 1stStgSuctCool Gas In,VAL_23-TT-92512:X.Value,PI,23-TT-92512,,PH 1stStgSuctCool Gas In,FALSE,FALSE,VAL_23-TT-92512:X.Value,160883,,VLH_PCN1,1,,23-TT-92512,pi:160883,akerbp
pi:163658,45-TT-92607A:X.Value,PH 1stStgDiscClr CoolMed Out,VAL_45-TT-92607A:X.Value,PI,45-TT-92607A,,PH 1stStgDiscClr CoolMed Out,FALSE,FALSE,VAL_45-TT-92607A:X.Value,163658,,VLH_PCN1,1,,45-TT-92607A,pi:163658,akerbp
pi:160547,23-LY-92529_DensityBands_03oilLL:VALUE,PH (Profiler) Density Band 4 Lower Limit (OIL),VAL_23-LY-92529_DensityBands_03oilLL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 4 Lower Limit (OIL),FALSE,FALSE,VAL_23-LY-92529_DensityBands_03oilLL:VALUE,160547,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160547,akerbp
pi:160228,23-KA-9101_SPD:VALUE,PH (CBM) 1st Stage Shft Pwr Dev,VAL_23-KA-9101_SPD:VALUE,PI,23-KA-9101,,PH (CBM) 1st Stage Shft Pwr Dev,FALSE,FALSE,VAL_23-KA-9101_SPD:VALUE,160228,,VLH_PCN5,1,,23-KA-9101,pi:160228,akerbp
pi:163657,45-TT-92606:X.Value,PH 1stStgDiscClr CoolMed Sply,VAL_45-TT-92606:X.Value,PI,45-TT-92606,,PH 1stStgDiscClr CoolMed Sply,FALSE,FALSE,VAL_45-TT-92606:X.Value,163657,,VLH_PCN1,1,,45-TT-92606,pi:163657,akerbp
pi:160644,23-PDT-96143:X.Value,PH 1st Stg Encl Coalesar Filter,VAL_23-PDT-96143:X.Value,PI,23-PDT-96143,,PH 1st Stg Encl Coalesar Filter,FALSE,FALSE,VAL_23-PDT-96143:X.Value,160644,,VLH_PCN1,1,,23-PDT-96143,pi:160644,akerbp
pi:160519,23-LT-92523:Z.X1.Value,PH 1stStgSuctScrubber,VAL_23-LT-92523:Z.X1.Value,PI,23-LT-92523-01,,PH 1stStgSuctScrubber,FALSE,FALSE,VAL_23-LT-92523:Z.X1.Value,160519,,VLH_PCN1,1,,23-LT-92523-01,pi:160519,akerbp
pi:160496,23-LIC-92521:Control Module:PP,PH 1stStgSuctScrubber Level Gain,VAL_23-LIC-92521:Control Module:PP,PI,23-LIC-92521,,PH 1stStgSuctScrubber Level Gain,FALSE,FALSE,VAL_23-LIC-92521:Control Module:PP,160496,,VLH_PCN1,1,-,23-LIC-92521,pi:160496,akerbp
pi:160549,23-LY-92529_DensityBands_04emulsionLL:VALUE,PH (Profiler) Density Band 3 Lower Limit (EMULSION),VAL_23-LY-92529_DensityBands_04emulsionLL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 3 Lower Limit (EMULSION),FALSE,FALSE,VAL_23-LY-92529_DensityBands_04emulsionLL:VALUE,160549,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160549,akerbp
pi:160884,23-TT-92533:X.Value,PH 1stStgComp Suction,VAL_23-TT-92533:X.Value,PI,23-TT-92533,,PH 1stStgComp Suction,FALSE,FALSE,VAL_23-TT-92533:X.Value,160884,,VLH_PCN1,1,DegC,23-TT-92533,pi:160884,akerbp
pi:160193,23-FT-96159:X.Value,PH 1stStg Comp Buffer Gas NDE,VAL_23-FT-96159:X.Value,PI,23-FT-96159,,PH 1stStg Comp Buffer Gas NDE,FALSE,FALSE,VAL_23-FT-96159:X.Value,160193,,VLH_PCN1,1,,23-FT-96159,pi:160193,akerbp
pi:160844,23-TIC-96148:Z.X.Value,PH 1stStg Comp Seal Gas Measured Value,VAL_23-TIC-96148:Z.X.Value,PI,23-TIC-96148,,PH 1stStg Comp Seal Gas Measured Value,FALSE,FALSE,VAL_23-TIC-96148:Z.X.Value,160844,,VLH_PCN1,1,degC,23-TIC-96148,pi:160844,akerbp
pi:160038,23_FIC_92543_09:Z.X.Value,PH 1stStgComp AntSrg Limit 2 SP,VAL_23_FIC_92543_09:Z.X.Value,PI,23-FIC-92543,,PH 1stStgComp AntSrg Limit 2 SP,FALSE,FALSE,VAL_23_FIC_92543_09:Z.X.Value,160038,,VLH_PCN1,1,,23-FIC-92543,pi:160038,akerbp
pi:160553,23-LY-92529_DensityBands_06sandLL:VALUE,PH (Profiler) Density Band 1 Lower Limit (SAND),VAL_23-LY-92529_DensityBands_06sandLL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 1 Lower Limit (SAND),FALSE,FALSE,VAL_23-LY-92529_DensityBands_06sandLL:VALUE,160553,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160553,akerbp
pi:160934,23-TT-96183:X.Value,PH 1stStg Lube Oil Reservoir,VAL_23-TT-96183:X.Value,PI,23-TT-96183,,PH 1stStg Lube Oil Reservoir,FALSE,FALSE,VAL_23-TT-96183:X.Value,160934,,VLH_PCN1,1,,23-TT-96183,pi:160934,akerbp
pi:160914,23-TT-96112-01:Z.X.Value,PH 1stStg Comp 1 Journ BRG NDE,VAL_23-TT-96112-01:Z.X.Value,PI,23,,PH 1stStg Comp 1 Journ BRG NDE,FALSE,FALSE,VAL_23-TT-96112-01:Z.X.Value,160914,,LAB-WAS-VAL,1,,23,pi:160914,akerbp
pi:160217,23-KA-9101_APE:VALUE,PH (CBM) 1st Stage ActCompr Poly Eff,VAL_23-KA-9101_APE:VALUE,PI,23-KA-9101,,PH (CBM) 1st Stage ActCompr Poly Eff,FALSE,FALSE,VAL_23-KA-9101_APE:VALUE,160217,,VLH_PCN5,1,,23-KA-9101,pi:160217,akerbp
pi:160887,23-TT-92602:X.Value,PH 1stStgDiscCool Gas In,VAL_23-TT-92602:X.Value,PI,23-TT-92602,,PH 1stStgDiscCool Gas In,FALSE,FALSE,VAL_23-TT-92602:X.Value,160887,,VLH_PCN1,1,,23-TT-92602,pi:160887,akerbp
pi:160648,23-PDT-96162:X.Value,PH 1st Stg Comp Booster,VAL_23-PDT-96162:X.Value,PI,23-PDT-96162,,PH 1st Stg Comp Booster,FALSE,FALSE,VAL_23-PDT-96162:X.Value,160648,,VLH_PCN1,1,,23-PDT-96162,pi:160648,akerbp
pi:160911,23-TT-96104-03:Z.X.Value,PH 1stStg Comp Thrust BRG OUT,VAL_23-TT-96104-03:Z.X.Value,PI,23,,PH 1stStg Comp Thrust BRG OUT,FALSE,FALSE,VAL_23-TT-96104-03:Z.X.Value,160911,,LAB-WAS-VAL,1,,23,pi:160911,akerbp
pi:160789,23-TIC-92604:MODE,PH 1stStgDiscCool Gas Out Mode,VAL_23-TIC-92604:MODE,PI,23-TIC-92604,,PH 1stStgDiscCool Gas Out Mode,TRUE,FALSE,VAL_23-TIC-92604:MODE,160789,,C,1,,23-TIC-92604,pi:160789,akerbp
pi:160254,23-KA-9101-M01_Reactive_power_kVAr:VALUE,PH (SwitchGear),VAL_23-KA-9101-M01_Reactive_power_kVAr:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear),FALSE,FALSE,VAL_23-KA-9101-M01_Reactive_power_kVAr:VALUE,160254,,VLH_PCN5,1,kVAr,23-KA-9101-M01,pi:160254,akerbp
pi:160837,23-TIC-96148:Control Module:BA,PH 1stStg Comp Seal Gas Auto,VAL_23-TIC-96148:Control Module:BA,PI,23-TIC-96148,,PH 1stStg Comp Seal Gas Auto,FALSE,FALSE,VAL_23-TIC-96148:Control Module:BA,160837,,VLH_PCN1,1,-,23-TIC-96148,pi:160837,akerbp
pi:160236,23-KA-9101-M01_Current_L2:VALUE,PH (SwitchGear) MV-COMP.M. FEEDER/ Current (L2),VAL_23-KA-9101-M01_Current_L2:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear) MV-COMP.M. FEEDER/ Current (L2),FALSE,FALSE,VAL_23-KA-9101-M01_Current_L2:VALUE,160236,,VLH_PCN5,1,A,23-KA-9101-M01,pi:160236,akerbp
pi:160780,23-TIC-92504:MODE,PH 1stStgSuctCool Gas Out Mode,VAL_23-TIC-92504:MODE,PI,23-TIC-92504,,PH 1stStgSuctCool Gas Out Mode,TRUE,FALSE,VAL_23-TIC-92504:MODE,160780,,C,1,,23-TIC-92504,pi:160780,akerbp
pi:160580,23-NY-96144-05:VALUE,PH (CBM) Phase B Positive NQN,VAL_23-NY-96144-05:VALUE,PI,23-NY-96144,,PH (CBM) Phase B Positive NQN,FALSE,FALSE,VAL_23-NY-96144-05:VALUE,160580,,VLH_PCN5,1,-,23-NY-96144,pi:160580,akerbp
pi:160497,23-LIC-92521:Control Module:YR,PH 1stStgSuctScrubber Level Working Setpoint,VAL_23-LIC-92521:Control Module:YR,PI,23-LIC-92521,,PH 1stStgSuctScrubber Level Working Setpoint,FALSE,TRUE,VAL_23-LIC-92521:Control Module:YR,160497,,VLH_PCN1,1,%,23-LIC-92521,pi:160497,akerbp
pi:160033,23_FIC_92543_04:Z.X.Value,PH 1stStgComp First AntSrg Dev,VAL_23_FIC_92543_04:Z.X.Value,PI,23-FIC-92543,,PH 1stStgComp First AntSrg Dev,FALSE,FALSE,VAL_23_FIC_92543_04:Z.X.Value,160033,,VLH_PCN1,1,,23-FIC-92543,pi:160033,akerbp
pi:160237,23-KA-9101-M01_Current_L3:VALUE,PH (SwitchGear) MV-COMP.M. FEEDER/ Current (L3),VAL_23-KA-9101-M01_Current_L3:VALUE,PI,23-KA-9101-M01,,PH (SwitchGear) MV-COMP.M. FEEDER/ Current (L3),FALSE,FALSE,VAL_23-KA-9101-M01_Current_L3:VALUE,160237,,VLH_PCN5,1,A,23-KA-9101-M01,pi:160237,akerbp
pi:160621,23-PDI-96149:X.Value,PH 1st Stg Comp Over Inner Seal,VAL_23-PDI-96149:X.Value,PI,23,,PH 1st Stg Comp Over Inner Seal,FALSE,FALSE,VAL_23-PDI-96149:X.Value,160621,,VLH_PCN1,1,,23,pi:160621,akerbp
pi:160701,23-PT-92535:X.Value,PH 1stStgComp Suction,VAL_23-PT-92535:X.Value,PI,23-PT-92535,,PH 1stStgComp Suction,FALSE,FALSE,VAL_23-PT-92535:X.Value,160701,,VLH_PCN1,1,bar,23-PT-92535,pi:160701,akerbp
pi:160190,23-FT-96151:X.Value,PH 1stStg Comp Inner Seal DE,VAL_23-FT-96151:X.Value,PI,23-FT-96151,,PH 1stStg Comp Inner Seal DE,FALSE,FALSE,VAL_23-FT-96151:X.Value,160190,,VLH_PCN1,1,,23-FT-96151,pi:160190,akerbp
pi:160767,23-TE-96137-03:X.Value,PH 1stStg Mtr Hot Air,VAL_23-TE-96137-03:X.Value,PI,23-TE-96137-03,,PH 1stStg Mtr Hot Air,FALSE,FALSE,VAL_23-TE-96137-03:X.Value,160767,,VLH_PCN1,1,,23-TE-96137-03,pi:160767,akerbp
pi:160550,23-LY-92529_DensityBands_04emulsionUL:VALUE,PH (Profiler) Density Band 3 Upper Limit (EMULSION),VAL_23-LY-92529_DensityBands_04emulsionUL:VALUE,PI,23-LE-92529,,PH (Profiler) Density Band 3 Upper Limit (EMULSION),FALSE,FALSE,VAL_23-LY-92529_DensityBands_04emulsionUL:VALUE,160550,,VLH_PCN5,1,Kg/m3,23-LE-92529,pi:160550,akerbp
